,user_id,user_age,user_sex
515162,1515915625569912068,83,m
515163,1515915625569912254,51,f
515164,1515915625569912312,32,f
515165,1515915625569911980,21,m
515167,1515915625569912529,60,f
515168,1515915625569912673,25,f
515170,1515915625569912680,46,f
515172,1515915625569912506,24,m
515173,1515915625569912307,51,m
515174,1515915625569912827,83,f
515176,1515915625569912625,19,m
515178,1515915625569913118,72,f
515179,1515915625569913103,52,m
515183,1515915625569910578,56,f
515184,1515915625569913420,27,m
515190,1515915625569914127,40,f
515191,1515915625569914144,29,m
515197,1515915625533812986,79,m
515203,1515915625569914666,75,f
515207,1515915625569914832,66,f
515209,1515915625569914977,71,f
515211,1515915625569905763,27,m
515217,1515915625569915321,51,m
515222,1515915625569915952,18,f
515223,1515915625569916170,70,m
515224,1515915625569916214,32,f
515225,1515915625569916237,27,m
515227,1515915625569914324,48,m
515228,1515915625569914129,74,f
515241,1515915625569917361,58,m
515242,1515915625569917461,58,f
515243,1515915625569917372,41,f
515247,1515915625567055610,45,f
515254,1515915625569917731,26,m
515260,1515915625569917062,65,f
515262,1515915625569917898,83,f
515265,1515915625569918157,71,m
515274,1515915625569918227,34,f
515282,1515915625569918963,78,m
515287,1515915625569919137,36,f
515291,1515915625569919040,40,m
515292,1515915625569919318,41,m
515295,1515915625569919379,25,f
515296,1515915625569917136,80,m
515302,1515915625569919135,53,m
515307,1515915625569919680,58,f
515312,1515915625569919818,47,m
515314,1515915625569919235,58,m
515316,1515915625569920010,83,f
515317,1515915625569920029,70,f
515318,1515915625569919254,75,m
515322,1515915625569919524,31,m
515323,1515915625569162647,78,m
515325,1515915625541235948,27,f
515341,1515915625569921063,50,m
515343,1515915625569921269,31,f
515344,1515915625569921199,18,m
515345,1515915625569920801,42,m
515349,1515915625569921717,27,m
515350,1515915625569921776,52,f
515351,1515915625569920147,56,m
515355,1515915625569920865,50,m
515356,1515915625569921392,25,m
515357,1515915625569920403,33,m
515358,1515915625569922114,76,f
515359,1515915625569922171,43,f
515363,1515915625563401555,66,f
515370,1515915625569922810,60,f
515372,1515915625569922855,32,m
515373,1515915625569923212,41,m
515374,1515915625569916483,71,m
515375,1515915625569922835,68,m
515377,1515915625569923534,64,f
515378,1515915625569923745,73,m
515379,1515915625569923760,39,m
515385,1515915625569924229,30,f
515386,1515915625569924268,77,m
515388,1515915625569924036,82,m
515389,1515915625569923270,59,m
515394,1515915625569924944,41,m
515395,1515915625569924923,73,f
515399,1515915625569925196,50,m
515403,1515915625569925002,44,m
515404,1515915625569923396,54,m
515405,1515915625569925323,43,m
515406,1515915625569925455,50,m
515410,1515915625569925762,63,m
515412,1515915625569925598,30,f
515415,1515915625569926251,64,m
515418,1515915625569925499,72,m
515421,1515915625569922063,24,f
515422,1515915625569925513,79,f
515424,1515915625569926521,54,m
515426,1515915625569926338,45,m
515427,1515915625569913143,39,m
515428,1515915625569926920,52,m
515430,1515915625569927368,48,f
515431,1515915625569927372,26,m
515432,1515915625569927481,44,m
515434,1515915625569916164,70,m
515438,1515915625569927542,73,f
515440,1515915625564943756,39,m
515441,1515915625569926748,76,m
515442,1515915625569923263,82,m
515446,1515915625569927744,80,m
515453,1515915625569913769,19,m
515455,1515915625569928366,55,m
515457,1515915625569928384,63,f
515459,1515915625569928234,27,m
515462,1515915625569928409,44,m
515463,1515915625569907593,27,f
515464,1515915625545299682,27,m
515467,1515915625569928751,71,m
515469,1515915625569928746,42,m
515478,1515915625569928795,66,m
515479,1515915625569929116,25,f
515481,1515915625569928940,67,m
515482,1515915625569929446,51,m
515483,1515915625569929212,25,m
515487,1515915625569929611,68,m
515488,1515915625569929562,26,m
515492,1515915625569929860,62,f
515494,1515915625569929734,58,f
515497,1515915625569929279,18,m
515502,1515915625569930223,32,m
515503,1515915625569930060,57,f
515505,1515915625569930304,38,f
515507,1515915625569930336,63,m
515509,1515915625569930037,53,f
515512,1515915625569930294,55,m
515517,1515915625569930882,78,m
515519,1515915625538779067,34,m
515520,1515915625569929158,69,f
515521,1515915625569930959,52,m
515522,1515915625569925834,43,m
515523,1515915625569931034,80,m
515524,1515915625569931104,73,m
515526,1515915625569930616,84,m
515538,1515915625569931529,79,f
515541,1515915625569931631,73,m
515544,1515915625569931737,69,f
515545,1515915625546908146,34,f
515547,1515915625569931937,78,f
515548,1515915625569932052,65,m
515552,1515915625569931497,80,m
515553,1515915625569932253,33,f
515555,1515915625569929610,66,m
515558,1515915625562739261,34,m
515559,1515915625569932468,64,f
515562,1515915625569931262,39,f
515563,1515915625569932544,42,m
515564,1515915625569932572,82,m
515570,1515915625569932694,37,f
515571,1515915625569932778,60,f
515577,1515915625569932923,69,f
515581,1515915625569933144,41,m
515585,1515915625569936927,80,m
515586,1515915625569934773,51,f
515587,1515915625569937012,55,m
515589,1515915625569937125,71,m
515590,1515915625569937186,69,f
515592,1515915625569937863,84,m
515594,1515915625569933333,53,f
515595,1515915625569939391,77,f
515596,1515915625569935371,77,f
515600,1515915625569940708,45,f
515606,1515915625569937878,34,m
515608,1515915625569940104,63,m
515610,1515915625569942541,23,f
515614,1515915625569950694,33,m
515618,1515915625569952496,49,f
515619,1515915625569954168,70,f
515620,1515915625569855547,38,f
515622,1515915625569954439,67,m
515624,1515915625569957793,54,m
515625,1515915625569956374,61,m
515626,1515915625569958070,39,f
515627,1515915625569958609,60,f
515628,1515915625569958659,20,f
515629,1515915625569958697,36,m
515630,1515915625569958499,41,f
515631,1515915625569958653,51,m
515632,1515915625547370094,71,m
515633,1515915625569958663,54,m
515636,1515915625569958890,60,m
515637,1515915625569958909,28,f
515638,1515915625569955849,18,f
515640,1515915625569958860,78,m
515641,1515915625533137565,32,m
515642,1515915625569959107,66,m
515643,1515915625569959149,67,m
515645,1515915625569959180,30,f
515653,1515915625569959829,24,m
515657,1515915625569959594,82,m
515660,1515915625569959295,48,m
515662,1515915625540034404,53,m
515663,1515915625569960137,71,m
515667,1515915625569960321,64,f
515668,1515915625538385829,78,m
515670,1515915625569959934,24,m
515672,1515915625569960114,32,m
515673,1515915625569960825,55,m
515675,1515915625569960836,63,m
515676,1515915625569960871,76,m
515678,1515915625569960880,70,m
515681,1515915625569960900,79,m
515683,1515915625569961035,22,f
515686,1515915625569961118,47,f
515692,1515915625569961168,39,f
515694,1515915625569961573,36,f
515695,1515915625569961597,57,f
515696,1515915625539804588,76,m
515697,1515915625569961826,61,f
515701,1515915625542313585,61,m
515702,1515915625569962002,62,f
515704,1515915625569962029,73,m
515705,1515915625569962138,18,m
515707,1515915625534775486,70,m
515709,1515915625569962202,61,f
515711,1515915625531858664,53,f
515712,1515915625569962231,61,m
515713,1515915625569962333,74,m
515714,1515915625569962341,27,m
515715,1515915625569962354,77,f
515716,1515915625569962378,73,m
515724,1515915625556271392,23,m
515726,1515915625569962884,51,f
515732,1515915625569963328,68,f
515734,1515915625569963539,34,m
515737,1515915625565750454,54,m
515738,1515915625569963714,84,m
515740,1515915625569963826,50,f
515741,1515915625569963892,84,f
515744,1515915625569964037,38,m
515749,1515915625569963807,51,m
515751,1515915625569953117,27,m
515758,1515915625569964538,66,f
515759,1515915625569964071,47,f
515761,1515915625569964722,53,f
515763,1515915625569964714,36,m
515764,1515915625569964820,31,m
515766,1515915625569964844,42,m
515767,1515915625532679121,72,m
515768,1515915625569964965,84,f
515771,1515915625569964994,31,f
515772,1515915625569965082,28,f
515774,1515915625569965125,39,m
515775,1515915625569965180,59,m
515776,1515915625569965306,72,f
515777,1515915625569964761,57,f
515780,1515915625569965691,30,f
515782,1515915625569965854,41,m
515783,1515915625569965901,67,f
515784,1515915625569965908,72,m
515785,1515915625569965918,57,m
515788,1515915625569966186,83,f
515789,1515915625569966020,39,m
515791,1515915625569965887,49,f
515792,1515915625569966298,42,f
515797,1515915625569966545,34,m
515798,1515915625569966783,63,m
515799,1515915625569966807,34,m
515802,1515915625569966538,37,m
515804,1515915625569967017,48,m
515807,1515915625569967224,64,f
515808,1515915625569967289,61,f
515809,1515915625569967393,78,m
515812,1515915625569967333,33,m
515814,1515915625569967198,84,f
515815,1515915625569967675,30,m
515817,1515915625569967313,27,f
515822,1515915625569967813,59,m
515823,1515915625569967493,49,m
515824,1515915625569967999,70,m
515827,1515915625569968024,39,m
515830,1515915625569967951,83,m
515831,1515915625569968191,49,m
515832,1515915625569968205,35,f
515835,1515915625569968435,70,f
515837,1515915625569968491,40,f
515838,1515915625569968532,70,m
515841,1515915625569968768,45,m
515843,1515915625569969082,48,m
515847,1515915625567901378,65,m
515848,1515915625569969324,22,f
515849,1515915625569969432,35,f
515853,1515915625569969888,64,m
515854,1515915625569968437,28,m
515858,1515915625569969543,30,f
515862,1515915625569970099,84,m
515868,1515915625569886417,78,f
515869,1515915625569970296,73,f
515870,1515915625569970415,39,m
515871,1515915625569970434,51,f
515875,1515915625569970338,29,m
515876,1515915625569970409,39,m
515880,1515915625569970617,55,m
515881,1515915625569970281,78,m
515883,1515915625569970738,46,m
515886,1515915625569970947,28,m
515887,1515915625569970984,54,f
515889,1515915625569970998,18,m
515892,1515915625569971387,24,f
515894,1515915625569971436,81,f
515895,1515915625569971472,62,m
515896,1515915625569971498,42,f
515897,1515915625556699200,33,m
515905,1515915625569970578,44,m
515907,1515915625569971862,47,m
515910,1515915625569972112,81,m
515911,1515915625569971146,63,m
515913,1515915625569972559,20,m
515914,1515915625358790782,66,m
515918,1515915625569972643,54,m
515919,1515915625569973334,25,m
515921,1515915625518436475,34,m
515924,1515915625569973734,73,m
515925,1515915625550449860,65,m
515928,1515915625569971725,21,m
515930,1515915625569972837,32,m
515931,1515915625569974358,79,f
515932,1515915625569974406,49,m
515933,1515915625569974481,84,f
515934,1515915625569974486,36,f
515935,1515915625569974450,34,m
515940,1515915625569974926,76,f
515942,1515915625569975007,70,m
515946,1515915625569974157,37,m
515947,1515915625569975121,27,f
515948,1515915625568248981,31,m
515958,1515915625569975639,64,m
515959,1515915625569975509,66,f
515960,1515915625569975792,19,f
515962,1515915625569975874,63,m
515964,1515915625569975958,61,f
515966,1515915625569975927,79,m
515967,1515915625569976056,74,m
515968,1515915625569972572,63,m
515976,1515915625569976571,63,f
515977,1515915625569890804,73,f
515978,1515915625569976070,84,f
515979,1515915625569976579,20,f
515980,1515915625569976635,57,f
515983,1515915625569976400,46,m
515984,1515915625569976617,49,m
515988,1515915625569977013,77,m
515997,1515915625569977269,46,m
516002,1515915625532346553,28,m
516003,1515915625569976745,78,f
516004,1515915625569977051,50,m
516007,1515915625569977472,76,f
516011,1515915625569977890,20,m
516019,1515915625569978291,58,m
516021,1515915625569978351,52,f
516023,1515915625569978454,81,f
516024,1515915625569978575,46,m
516026,1515915625569892374,66,m
516030,1515915625569978852,78,m
516032,1515915625569978600,70,m
516033,1515915625569977464,22,m
516035,1515915625569979255,83,m
516037,1515915625569979342,22,f
516039,1515915625569979495,82,m
516040,1515915625569979421,56,m
516042,1515915625569979806,50,m
516043,1515915625569979839,51,f
516044,1515915625529031144,26,f
516047,1515915625569980389,54,m
516049,1515915625569980510,39,f
516052,1515915625569980656,52,m
516058,1515915625569981252,32,f
516059,1515915625569976995,48,m
516062,1515915625569981471,19,f
516065,1515915625569981538,78,m
516066,1515915625569981971,20,m
516067,1515915625569982143,64,m
516068,1515915625569982059,83,f
516069,1515915625569980916,58,m
516070,1515915625569982441,21,m
516072,1515915625569982535,38,m
516077,1515915625569982873,77,f
516081,1515915625569983060,37,f
516082,1515915625569983058,77,f
516087,1515915625569983286,51,m
516090,1515915625569983457,42,f
516091,1515915625569930509,20,f
516097,1515915625569984304,78,m
516098,1515915625548369431,30,f
516099,1515915625569984521,68,f
516103,1515915625569985006,37,m
516109,1515915625569985185,70,m
516110,1515915625569985295,47,f
516113,1515915625569982674,65,f
516114,1515915625569985665,40,f
516118,1515915625569985716,36,f
516121,1515915625569986189,33,f
516123,1515915625569986340,71,f
516130,1515915625569986471,69,m
516133,1515915625569986840,50,m
516134,1515915625569984830,55,f
516135,1515915625569986967,42,m
516137,1515915625543377672,65,f
516145,1515915625569987651,52,f
516152,1515915625568610736,21,m
516153,1515915625569988419,67,f
516155,1515915625569988572,75,m
516156,1515915625569988098,40,f
516160,1515915625569988741,74,m
516161,1515915625569988770,18,f
516162,1515915625569988774,25,m
516166,1515915625569988943,18,m
516167,1515915625569989015,22,m
516169,1515915625569989132,36,f
516172,1515915625569989241,47,m
516173,1515915625569989082,67,m
516175,1515915625569989302,40,m
516176,1515915625569989454,81,m
516177,1515915625569989534,77,m
516180,1515915625569988532,40,f
516181,1515915625569990025,83,f
516182,1515915625569989997,80,m
516183,1515915625569989931,69,f
516185,1515915625569990376,36,m
516186,1515915625569990159,81,m
516187,1515915625569990610,62,m
516188,1515915625569990643,25,m
516190,1515915625569990073,23,m
516191,1515915625569990516,50,f
516192,1515915625569990758,77,f
516206,1515915625569991043,80,m
516209,1515915625569990830,51,m
516210,1515915625569991238,46,m
516215,1515915625569991334,52,f
516216,1515915625569988255,18,m
516219,1515915625547178612,54,m
516221,1515915625569960339,79,f
516222,1515915625564406999,60,f
516223,1515915625569991734,45,m
516225,1515915625569991964,75,m
516227,1515915625569992065,69,m
516230,1515915625569991057,34,m
516231,1515915625569992384,31,m
516232,1515915625569992072,32,m
516233,1515915625569992376,63,m
516239,1515915625568412534,76,m
516240,1515915625569992816,49,m
516241,1515915625569993072,79,f
516242,1515915625569993188,47,f
516244,1515915625569993214,20,f
516251,1515915625569993549,62,f
516253,1515915625569993510,67,f
516254,1515915625569993940,69,f
516257,1515915625569994121,46,f
516258,1515915625569994178,47,m
516261,1515915625569994297,19,f
516263,1515915625569989303,20,m
516265,1515915625569993789,23,m
516269,1515915625569994930,62,f
516270,1515915625569994990,49,m
516271,1515915625569995135,64,m
516272,1515915625569995249,69,f
516273,1515915625569994085,24,f
516276,1515915625569995420,54,m
516278,1515915625569995481,63,f
516282,1515915625569995762,29,m
516283,1515915625569995777,72,f
516284,1515915625569996036,64,f
516286,1515915625569995491,47,f
516288,1515915625543771172,41,f
516289,1515915625569996159,33,f
516290,1515915625569995479,31,m
516291,1515915625569996230,43,m
516292,1515915625569996312,28,m
516293,1515915625569995838,65,f
516294,1515915625569996406,68,m
516295,1515915625569996460,47,m
516297,1515915625569996402,48,m
516303,1515915625569996773,34,m
516305,1515915625569996917,53,m
516308,1515915625569997031,22,f
516312,1515915625569997046,31,m
516316,1515915625569997325,73,m
516317,1515915625537901877,26,f
516318,1515915625569997308,44,m
516325,1515915625569997539,44,f
516326,1515915625569997617,54,m
516328,1515915625541649616,70,m
516330,1515915625569997807,48,f
516331,1515915625569997813,42,f
516334,1515915625569954252,20,f
516336,1515915625542248184,49,m
516338,1515915625569998053,84,f
516339,1515915625569998145,41,f
516344,1515915625569998033,77,f
516345,1515915625569998437,58,f
516350,1515915625569997969,20,f
516353,1515915625569998899,55,m
516357,1515915625569996657,53,m
516358,1515915625569999284,78,m
516366,1515915625569999469,42,f
516367,1515915625569998425,81,m
516369,1515915625569999494,72,m
516374,1515915625569999608,56,m
516377,1515915625569999861,23,f
516379,1515915625569999924,64,f
516381,1515915625569999199,78,m
516383,1515915625570000004,43,m
516388,1515915625570000219,56,m
516391,1515915625570000287,60,m
516392,1515915625570000262,50,f
516398,1515915625570000494,47,m
516402,1515915625570000666,24,m
516403,1515915625570000724,71,f
516404,1515915625570000726,79,m
516405,1515915625570000729,30,f
516410,1515915625570000888,50,m
516412,1515915625570000911,27,f
516415,1515915625570000971,31,f
516422,1515915625570001178,72,f
516423,1515915625569999819,20,m
516424,1515915625570001238,54,f
516429,1515915625570001392,34,m
516432,1515915625570001501,49,m
516433,1515915625570001287,45,m
516434,1515915625570001599,49,f
516436,1515915625569996931,76,m
516440,1515915625570001789,28,m
516449,1515915625570002128,63,f
516450,1515915625570002155,33,f
516452,1515915625570002316,84,m
516453,1515915625570002360,19,f
516454,1515915625570002334,25,m
516456,1515915625570002526,35,m
516457,1515915625570002366,51,f
516458,1515915625570002501,75,m
516459,1515915625570002510,47,m
516462,1515915625544074901,78,m
516463,1515915625570002890,37,f
516465,1515915625570002915,60,m
516470,1515915625570002542,76,m
516477,1515915625570001960,52,m
516478,1515915625570003722,53,f
516479,1515915625566091237,56,m
516483,1515915625570004506,53,m
516485,1515915625570004670,64,f
516488,1515915625570004830,54,m
516489,1515915625570004810,79,m
516491,1515915625570005038,72,f
516494,1515915625570005358,64,m
516500,1515915625570005448,54,m
516505,1515915625570006013,76,m
516506,1515915625569953435,55,f
516507,1515915625570006145,25,m
516508,1515915625570006128,50,m
516511,1515915625570005291,46,m
516513,1515915625570006386,21,f
516514,1515915625570006389,41,m
516515,1515915625570006392,55,m
516516,1515915625518166128,19,f
516517,1515915625570006562,65,f
516518,1515915625570006529,25,f
516521,1515915625570006709,39,m
516522,1515915625541593427,57,m
516526,1515915625569651205,39,m
516528,1515915625570007056,25,m
516529,1515915625570007154,60,m
516530,1515915625570004614,67,f
516532,1515915625570007278,73,f
516535,1515915625570007312,31,f
516538,1515915625570007583,25,m
516539,1515915625570007591,72,f
516540,1515915625570007661,46,m
516541,1515915625570007551,30,m
516542,1515915625546388704,39,m
516543,1515915625570007760,80,m
516550,1515915625569659943,66,f
516551,1515915625570008002,27,m
516553,1515915625570007747,65,f
516561,1515915625570008337,65,f
516564,1515915625570008485,43,m
516565,1515915625570008274,57,f
516571,1515915625570008842,71,m
516572,1515915625570008899,83,f
516573,1515915625570008624,79,m
516584,1515915625570009715,79,f
516585,1515915625535794383,29,m
516586,1515915625570009719,31,f
516587,1515915625570009686,80,m
516595,1515915625570010048,22,m
516598,1515915625570010235,39,f
516599,1515915625570010151,40,m
516603,1515915625570010624,83,f
516606,1515915625570010761,44,m
516607,1515915625570010882,56,m
516608,1515915625570010895,60,m
516611,1515915625570011292,20,m
516614,1515915625570010945,54,m
516616,1515915625567267642,72,m
516618,1515915625570011502,75,f
516620,1515915625570011831,30,m
516622,1515915625570009296,56,f
516627,1515915625570012110,52,m
516629,1515915625570012128,34,m
516630,1515915625570012194,46,f
516631,1515915625570010847,20,m
516634,1515915625570011817,80,m
516638,1515915625570012397,83,m
516640,1515915625570012306,61,f
516643,1515915625570012403,58,m
516645,1515915625570011486,67,m
516646,1515915625570012884,79,m
516648,1515915625570012975,21,f
516650,1515915625570013280,31,f
516651,1515915625570013324,74,f
516653,1515915625570013267,83,m
516654,1515915625570013569,62,m
516657,1515915625570013605,79,m
516660,1515915625570013875,45,m
516662,1515915625570014083,39,m
516664,1515915625570014426,57,m
516669,1515915625570014530,46,m
516672,1515915625570014579,78,m
516675,1515915625570014272,65,m
516676,1515915625570014803,51,m
516680,1515915625570014681,80,m
516683,1515915625570015046,36,m
516684,1515915625570015080,68,f
516685,1515915625570014943,27,m
516687,1515915625570014984,75,m
516688,1515915625570015528,35,m
516692,1515915625535962744,25,m
516694,1515915625570014883,21,m
516696,1515915625570013287,26,m
516697,1515915625570020310,68,m
516698,1515915625570019984,80,m
516699,1515915625570022330,61,m
516700,1515915625570022444,42,m
516701,1515915625570019703,67,m
516702,1515915625570023503,56,f
516703,1515915625570023880,41,m
516704,1515915625568907418,71,f
516706,1515915625570025154,58,m
516708,1515915625570015283,47,m
516710,1515915625570029372,66,m
516713,1515915625570030751,43,m
516714,1515915625570021696,84,m
516717,1515915625570030839,55,f
516720,1515915625570034067,54,m
516721,1515915625570035440,25,m
516725,1515915625570037138,36,f
516726,1515915625566455776,76,m
516728,1515915625570038915,81,m
516733,1515915625570019765,79,m
516736,1515915625570040841,60,m
516738,1515915625570041235,42,f
516740,1515915625526024583,31,f
516741,1515915625538234568,32,f
516743,1515915625570041770,78,f
516744,1515915625570041570,75,m
516746,1515915625570041820,53,m
516748,1515915625570041837,27,f
516750,1515915625570041996,29,m
516751,1515915625570041153,61,m
516753,1515915625570042173,76,f
516757,1515915625570042128,64,m
516758,1515915625570042295,77,m
516759,1515915625570042534,30,f
516760,1515915625570042591,64,f
516761,1515915625570042595,52,m
516762,1515915625570042599,41,f
516764,1515915625570042627,33,m
516765,1515915625570041524,68,f
516767,1515915625570042837,28,m
516768,1515915625570042898,66,f
516773,1515915625570043049,23,f
516774,1515915625570043345,23,f
516778,1515915625570043707,49,m
516779,1515915625570043720,69,f
516783,1515915625570043910,82,m
516785,1515915625570044049,23,f
516788,1515915625570042215,22,f
516794,1515915625570044530,82,f
516795,1515915625570044579,71,f
516803,1515915625570045150,32,m
516805,1515915625570045468,74,f
516808,1515915625366322059,60,m
516810,1515915625570045085,43,m
516812,1515915625570045837,70,m
516814,1515915625570045862,31,f
516816,1515915625570046125,63,m
516821,1515915625570046259,52,f
516822,1515915625570046427,28,m
516824,1515915625570046249,24,m
516829,1515915625570046935,18,m
516832,1515915625570047157,50,m
516833,1515915625570047163,76,f
516835,1515915625570047268,26,f
516837,1515915625570044479,72,m
516839,1515915625570047397,22,m
516844,1515915625570047530,77,m
516848,1515915625570047901,39,f
516851,1515915625570047903,84,m
516852,1515915625570048242,28,m
516854,1515915625570048042,49,m
516859,1515915625570048579,35,m
516863,1515915625570048778,45,f
516864,1515915625570049095,76,m
516867,1515915625570049162,84,m
516870,1515915625536384662,33,m
516871,1515915625570049216,45,m
516872,1515915625570047994,21,m
516874,1515915625570049272,26,f
516879,1515915625537470651,67,m
516880,1515915625570049457,67,m
516884,1515915625570049766,68,m
516886,1515915625570049981,51,m
516887,1515915625570049094,77,m
516889,1515915625570049752,22,f
516891,1515915625542025581,50,m
516896,1515915625570050496,28,m
516901,1515915625570050843,58,m
516904,1515915625570050875,70,f
516905,1515915625569887608,53,m
516908,1515915625570049314,25,f
516909,1515915625570050928,84,m
516911,1515915625570051058,58,m
516914,1515915625529329240,80,m
516916,1515915625570051078,30,f
516921,1515915625570051650,67,m
516923,1515915625570051831,67,m
516928,1515915625570051947,71,m
516930,1515915625570050726,22,m
516932,1515915625570052162,80,f
516939,1515915625570051134,82,f
516940,1515915625569652218,41,m
516942,1515915625570052801,47,f
516943,1515915625570052574,24,m
516944,1515915625570052704,71,m
516947,1515915625570053269,61,m
516948,1515915625570053428,59,f
516949,1515915625570053568,78,m
516951,1515915625570053668,43,m
516952,1515915625570046155,31,m
516956,1515915625570053876,67,f
516957,1515915625570053377,23,f
516958,1515915625570053607,50,m
516959,1515915625570054114,24,m
516960,1515915625570053892,49,m
516961,1515915625570054374,45,m
516964,1515915625570054418,35,m
516965,1515915625570055076,31,m
516966,1515915625570014570,66,f
516967,1515915625569596343,26,m
516969,1515915625570055481,66,m
516971,1515915625570055807,41,f
516973,1515915625570055290,62,m
516974,1515915625570055869,71,m
516975,1515915625570055784,84,m
516977,1515915625570056278,61,f
516978,1515915625570056434,74,f
516980,1515915625570055993,30,f
516984,1515915625570056576,60,m
516986,1515915625570056640,37,m
516990,1515915625570056799,54,m
516997,1515915625570057246,37,f
516999,1515915625570057283,45,f
517000,1515915625570057294,35,m
517003,1515915625570057416,19,m
517005,1515915625570057164,65,f
517008,1515915625570057571,67,f
517009,1515915625570057644,21,m
517015,1515915625570057770,23,f
517016,1515915625570057904,82,f
517018,1515915625570057973,43,m
517020,1515915625570054343,71,m
517021,1515915625570058232,61,m
517025,1515915625570058087,39,f
517026,1515915625570058336,51,m
517029,1515915625570058435,29,m
517031,1515915625570057990,37,f
517036,1515915625570058466,47,m
517037,1515915625570058214,22,m
517038,1515915625570058961,74,f
517044,1515915625570054060,71,f
517051,1515915625570057762,59,m
517052,1515915625570060655,26,m
517053,1515915625570060559,64,m
517054,1515915625570060843,68,m
517057,1515915625570061214,52,m
517059,1515915625570061451,55,f
517061,1515915625570059796,24,m
517062,1515915625570061594,73,m
517064,1515915625570061684,26,f
517067,1515915625570061758,66,f
517068,1515915625570061036,54,f
517070,1515915625570061890,67,m
517071,1515915625570061827,68,f
517072,1515915625570061835,44,m
517076,1515915625570062239,78,f
517078,1515915625569982663,36,f
517080,1515915625570062380,27,m
517081,1515915625570062511,42,f
517082,1515915625570062581,63,m
517085,1515915625570062874,74,m
517088,1515915625570062962,80,f
517089,1515915625570063017,69,f
517090,1515915625570063038,60,f
517092,1515915625569326208,36,m
517094,1515915625570063264,64,m
517098,1515915625570063752,42,m
517101,1515915625570063846,71,m
517102,1515915625570063853,66,m
517106,1515915625570064147,42,m
517107,1515915625570064243,72,m
517113,1515915625570064565,74,m
517114,1515915625570064692,23,m
517119,1515915625570064741,20,f
517122,1515915625569996359,75,m
517123,1515915625570063692,68,f
517124,1515915625570064933,38,m
517131,1515915625570064948,69,m
517133,1515915625547785530,34,f
517134,1515915625570065504,21,m
517137,1515915625570064740,57,m
517140,1515915625570065687,81,m
517146,1515915625570065897,75,f
517148,1515915625570065597,72,f
517149,1515915625570066432,29,f
517150,1515915625570065940,71,m
517151,1515915625570066442,77,m
517154,1515915625570066877,40,f
517156,1515915625570068383,39,m
517157,1515915625569125085,29,m
517158,1515915625570069122,47,f
517162,1515915625570066846,62,f
517170,1515915625570070725,57,m
517172,1515915625570071118,61,f
517180,1515915625570071381,19,f
517181,1515915625570071366,68,m
517182,1515915625570071621,67,f
517185,1515915625570071605,24,m
517186,1515915625570071793,77,f
517187,1515915625527986249,34,m
517188,1515915625570071582,27,m
517191,1515915625570071688,80,f
517194,1515915625570072252,50,m
517195,1515915625570072261,70,m
517197,1515915625570072494,33,m
517201,1515915625570072867,75,m
517202,1515915625570072706,29,m
517203,1515915625570073043,46,f
517204,1515915625570073153,76,f
517205,1515915625570073278,60,f
517208,1515915625570072964,37,f
517209,1515915625570073780,33,m
517211,1515915625570074144,68,m
517212,1515915625570074186,69,m
517213,1515915625570074204,30,m
517215,1515915625570074233,35,m
517216,1515915625556672672,83,f
517217,1515915625570074361,75,m
517218,1515915625570074497,27,m
517219,1515915625570074620,18,f
517220,1515915625570073770,49,m
517222,1515915625570074765,81,m
517224,1515915625570074923,54,m
517232,1515915625570075147,56,m
517235,1515915625570075383,32,m
517237,1515915625570075392,55,m
517238,1515915625570075397,31,m
517240,1515915625570075415,21,m
517248,1515915625570075854,35,m
517249,1515915625570075399,23,m
517250,1515915625570075822,70,m
517251,1515915625570076039,62,f
517254,1515915625570075361,78,m
517256,1515915625570076239,68,m
517258,1515915625570076350,26,m
517259,1515915625570076579,24,m
517263,1515915625570076674,24,m
517264,1515915625570076765,47,m
517266,1515915625570076867,53,m
517267,1515915625570076613,56,f
517268,1515915625565172217,76,m
517269,1515915625570077020,55,m
517270,1515915625570077195,37,f
517271,1515915625570075591,19,m
517274,1515915625570077589,73,m
517276,1515915625570077882,23,m
517277,1515915625570077935,79,m
517279,1515915625570078012,54,m
517280,1515915625570078102,33,m
517283,1515915625570078361,61,m
517284,1515915625570078380,64,f
517286,1515915625570078223,52,f
517288,1515915625570078625,61,f
517291,1515915625570078869,22,m
517292,1515915625570078914,34,m
517293,1515915625570078921,79,f
517295,1515915625570079012,39,m
517297,1515915625570075564,80,m
517299,1515915625569994361,74,m
517300,1515915625570079226,69,m
517301,1515915625570079131,77,m
517303,1515915625570079292,60,m
517310,1515915625570079618,57,m
517312,1515915625570079829,46,m
517314,1515915625570079890,56,m
517317,1515915625570080198,72,f
517319,1515915625570080207,54,f
517320,1515915625570080146,41,f
517321,1515915625570080447,53,m
517322,1515915625570080503,26,m
517323,1515915625569824822,79,m
517330,1515915625570081050,44,f
517331,1515915625570081065,43,m
517334,1515915625570081107,23,m
517335,1515915625570081090,32,f
517338,1515915625570081306,23,m
517339,1515915625570081335,77,m
517341,1515915625570081391,47,m
517343,1515915625570080608,23,m
517344,1515915625570081571,60,m
517347,1515915625570081297,76,f
517349,1515915625570081202,66,m
517354,1515915625570081686,28,m
517357,1515915625570082431,19,m
517359,1515915625570081799,56,m
517360,1515915625570082921,20,m
517362,1515915625570083205,77,m
517364,1515915625570083679,50,f
517365,1515915625570083642,49,f
